City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band
City 2215,34.47,108.86,4.35,6.77,760.66,6159.99,70.18,90.1,3.15,Subtropical
City 2216,-20.38,-57.15,4.92,1.15,838.52,27.94,72.42,11.71,1.73,Tropical
City 2217,47.82,-20.09,3.21,8.01,569.43,10164.05,74.31,150.18,3.42,Temperate
City 2218,-23.4,63.21,4.54,8.54,779.65,11326.61,73.32,167.47,3.76,Tropical
City 2219,53.46,3.2,3.26,10.7,575.5,24047.89,78.84,365.41,4.46,Temperate
City 2220,-45.36,130.12,3.23,10.08,551.21,18769.98,77.88,286.0,4.18,Temperate
City 2221,31.48,131.77,4.66,6.21,836.98,4327.17,76.26,77.3,3.09,Subtropical
City 2222,10.29,-176.43,6.96,3.39,1204.32,756.53,73.38,28.26,2.62,Equatorial
City 2223,-47.45,100.1,4.28,11.92,736.97,31421.1,77.01,485.29,5.07,Temperate
City 2224,-28.55,-14.14,4.99,5.61,853.9,3434.18,78.44,61.22,2.99,Tropical
City 2225,-58.39,175.98,2.87,10.57,514.93,22593.14,75.95,343.97,4.31,Temperate
City 2226,0.94,-6.04,7.5,4.5,1328.39,1662.65,77.84,42.47,3.04,Equatorial
City 2227,-20.84,175.28,5.8,9.74,1029.35,18342.6,77.49,273.95,4.44,Tropical
City 2228,17.79,91.64,5.59,8.21,978.4,10450.8,75.72,172.18,3.86,Tropical
City 2229,-21.36,-90.5,4.79,2.9,837.36,473.73,73.12,18.83,2.17,Tropical
City 2230,-21.01,13.82,5.73,3.13,979.75,583.9,77.46,23.14,2.41,Tropical
City 2231,36.62,177.17,4.85,9.11,851.93,14517.1,72.07,218.75,4.01,Subtropical
City 2232,-53.74,128.71,2.92,9.21,504.0,14550.84,77.79,233.99,3.84,Temperate
City 2233,57.38,-144.95,3.13,8.6,562.55,11702.69,78.05,184.0,3.65,Temperate
City 2234,50.79,74.29,3.26,11.62,580.63,29932.68,78.22,458.88,4.82,Temperate
City 2235,26.81,-55.59,5.03,7.15,876.04,6901.61,74.73,113.39,3.42,Tropical
City 2236,17.12,-177.49,4.56,5.84,781.72,3746.4,71.92,60.14,2.92,Tropical
City 2237,56.0,-34.75,2.97,11.55,528.07,29803.12,71.0,394.82,4.6,Temperate
City 2238,-35.91,-95.49,4.97,6.65,851.17,5707.11,77.43,99.12,3.29,Subtropical
City 2239,-49.73,114.79,3.2,12.89,550.56,38789.69,78.86,579.85,5.31,Temperate
City 2240,-28.86,-58.56,5.01,4.92,861.58,2219.32,76.51,43.07,2.77,Tropical
City 2241,43.3,117.91,3.59,9.97,630.53,18664.96,71.44,256.81,4.09,Subtropical
City 2242,-55.49,-179.78,3.3,13.13,586.21,41219.34,79.35,620.89,5.45,Temperate
City 2243,15.76,-69.19,5.79,2.13,1002.19,179.32,79.89,18.81,2.19,Tropical
City 2244,69.41,-93.18,1.67,10.08,285.64,18554.22,74.33,271.63,3.9,Polar
City 2245,51.24,-95.92,4.08,11.98,712.46,34370.84,75.95,507.9,5.08,Temperate
City 2246,7.79,-155.45,6.92,7.67,1228.05,8793.16,77.77,155.39,3.91,Equatorial
City 2247,-51.73,-112.64,3.08,8.74,529.86,12150.44,77.36,194.3,3.68,Temperate
City 2248,48.08,20.0,3.88,6.97,668.72,6111.77,79.68,102.78,3.24,Temperate
City 2249,17.87,-75.11,6.02,8.18,1080.06,10626.16,71.15,165.01,3.86,Tropical
City 2250,-45.06,-29.74,4.17,11.46,748.16,28448.4,75.81,416.29,4.83,Temperate
City 2251,-47.8,-44.33,2.81,5.87,504.99,3955.35,76.92,63.34,2.73,Temperate
City 2252,58.25,135.33,3.43,6.82,610.04,6282.91,78.9,100.43,3.13,Temperate
City 2253,27.0,145.91,4.83,7.26,829.4,7354.82,78.74,124.53,3.47,Tropical
City 2254,47.81,-2.54,3.47,10.35,598.04,20396.22,79.78,318.27,4.35,Temperate
City 2255,54.27,-61.14,4.52,8.68,783.82,12790.38,75.12,196.99,3.85,Temperate
City 2256,14.33,-141.55,6.15,7.13,1064.69,7221.18,78.31,125.7,3.63,Equatorial
City 2257,7.27,163.23,6.3,2.95,1130.92,492.63,74.27,21.76,2.41,Equatorial
City 2258,-4.04,-158.32,5.61,1.0,998.72,19.36,74.22,13.68,1.81,Equatorial
City 2259,-18.8,-72.85,6.38,4.82,1130.63,2091.15,72.53,44.55,2.91,Tropical
City 2260,-3.5,-72.7,6.08,4.51,1045.29,1719.3,78.18,39.73,2.84,Equatorial
City 2261,40.6,-64.66,3.66,7.37,654.77,7796.52,79.86,130.02,3.35,Subtropical
City 2262,18.25,-120.86,5.56,2.93,990.66,498.67,72.56,20.65,2.28,Tropical
City 2263,56.03,101.94,3.79,5.06,649.86,2500.4,70.56,42.62,2.57,Temperate
City 2264,-2.36,-135.9,7.22,2.95,1290.54,503.09,78.16,26.08,2.59,Equatorial
City 2265,18.92,48.57,5.6,8.14,966.65,9880.03,76.2,159.35,3.83,Tropical
City 2266,22.07,-135.42,5.61,9.35,958.11,15047.6,79.6,250.46,4.3,Tropical
City 2267,16.92,-154.61,5.52,8.66,973.84,12387.16,72.52,193.76,3.96,Tropical
City 2268,31.34,147.39,4.88,5.09,860.77,2426.64,70.71,45.74,2.74,Subtropical
City 2269,-29.13,-111.55,5.0,4.03,854.29,1260.39,74.92,30.29,2.51,Tropical
City 2270,6.61,115.65,7.02,5.9,1216.11,3821.12,70.85,65.62,3.28,Equatorial
City 2271,-46.45,16.07,4.23,10.23,761.46,20983.0,72.62,305.75,4.33,Temperate
City 2272,-10.01,-151.97,6.55,6.0,1157.24,4240.87,71.26,76.45,3.26,Equatorial
City 2273,3.4,163.96,6.58,1.0,1166.83,18.93,72.24,15.78,1.94,Equatorial
City 2274,24.79,-91.09,5.64,4.31,970.06,1471.83,71.06,32.12,2.64,Tropical
City 2275,63.57,129.47,2.5,10.28,427.68,20976.42,79.54,311.52,4.18,Polar
City 2276,18.08,-119.23,5.19,7.03,897.21,6933.23,72.79,110.99,3.39,Tropical
City 2277,36.67,127.42,4.23,9.58,729.91,16947.16,74.44,247.55,4.11,Subtropical
City 2278,5.81,-175.24,6.64,4.94,1143.55,2181.36,78.99,47.6,3.04,Equatorial
City 2279,22.43,4.24,5.88,7.07,1011.75,6374.15,76.77,111.99,3.54,Tropical
City 2280,-50.78,97.0,3.35,9.29,589.41,14945.7,76.18,226.22,3.89,Temperate
City 2281,-26.93,156.53,4.51,8.41,781.56,10927.87,77.06,168.38,3.76,Tropical
City 2282,-12.96,147.31,6.12,6.08,1090.83,4406.89,78.29,80.43,3.29,Equatorial
City 2283,1.42,115.06,6.96,4.31,1195.49,1572.85,78.78,40.52,2.92,Equatorial
City 2284,-54.07,139.75,3.31,8.74,577.79,12344.15,76.43,186.76,3.69,Temperate
City 2285,-41.8,-108.28,4.53,8.38,771.43,10987.38,78.9,173.25,3.78,Subtropical
City 2286,-24.01,-77.69,5.83,7.61,1018.91,8150.32,75.35,131.94,3.68,Tropical
City 2287,66.3,-75.97,2.06,11.3,351.68,28583.03,72.77,411.59,4.45,Polar
City 2288,-16.92,-44.26,5.51,6.64,990.07,5575.35,78.8,100.1,3.38,Tropical
City 2289,2.67,-38.4,6.29,7.62,1119.62,8555.97,75.41,135.64,3.76,Equatorial
City 2290,-34.51,16.04,4.93,8.11,862.94,10058.19,79.06,164.55,3.76,Subtropical
City 2291,19.4,-122.44,6.37,4.32,1087.79,1550.4,70.4,36.55,2.75,Tropical
City 2292,-23.51,68.85,5.2,8.56,914.22,11774.59,73.98,170.24,3.87,Tropical
City 2293,-33.09,-119.68,4.56,3.89,810.32,1102.6,79.48,27.6,2.46,Subtropical
City 2294,7.15,-68.29,7.23,2.01,1243.33,156.92,72.5,19.4,2.29,Equatorial
City 2295,-59.28,1.2,3.1,10.77,545.12,23950.08,79.42,375.02,4.48,Temperate
City 2296,-59.0,106.72,3.09,11.19,550.08,26053.08,79.54,389.83,4.6,Temperate
City 2297,-31.52,86.21,4.2,4.04,745.92,1206.13,78.82,29.99,2.44,Subtropical
City 2298,-55.23,52.39,3.47,8.57,618.39,11775.35,75.64,180.85,3.66,Temperate
City 2299,-45.96,-123.92,3.32,7.08,593.32,6684.1,76.47,110.45,3.17,Temperate
City 2300,-15.95,16.94,5.32,4.38,953.68,1616.07,78.7,37.08,2.7,Tropical
City 2301,44.34,-148.52,3.72,10.79,648.02,24927.65,77.76,387.86,4.57,Subtropical
City 2302,14.37,-44.15,5.7,7.2,1001.68,6753.62,76.3,107.5,3.53,Equatorial
City 2303,6.65,-31.13,6.42,4.62,1142.86,1819.36,79.82,45.23,2.94,Equatorial
City 2304,-21.85,-165.67,4.75,4.82,840.66,2058.7,76.86,42.57,2.71,Tropical
City 2305,61.13,-81.36,3.2,6.74,575.94,5815.43,79.75,95.71,3.08,Polar
City 2306,-8.39,164.03,6.98,8.39,1186.99,11135.25,70.57,171.22,4.05,Equatorial
City 2307,-48.68,163.31,2.62,10.35,454.51,21561.5,71.39,283.05,4.09,Temperate
City 2308,20.22,-53.16,6.07,4.26,1049.64,1424.21,74.51,35.1,2.73,Tropical
City 2309,-45.2,-164.48,3.43,10.32,592.21,21085.2,73.85,295.11,4.24,Temperate
City 2310,-15.12,-115.53,6.37,5.34,1097.08,3004.25,77.83,62.2,3.11,Tropical
City 2311,5.96,-38.8,6.55,3.88,1159.65,1156.52,71.61,30.0,2.66,Equatorial
City 2312,53.65,161.2,3.26,10.45,556.79,22748.32,79.76,365.51,4.41,Temperate
City 2313,4.16,-129.17,6.62,2.56,1173.82,328.84,73.15,21.63,2.35,Equatorial
City 2314,31.29,94.87,5.42,6.27,958.19,4883.43,74.29,85.34,3.21,Subtropical
City 2315,69.07,-140.87,1.55,11.21,266.62,26019.16,72.75,350.04,4.26,Polar
City 2316,-42.91,173.25,4.3,7.04,741.95,6423.83,75.79,104.61,3.29,Subtropical
City 2317,-24.28,-42.62,5.85,8.1,1031.42,9577.1,70.59,135.0,3.76,Tropical
City 2318,-8.71,99.08,6.75,9.54,1198.74,16872.8,71.5,254.48,4.44,Equatorial
City 2319,-5.16,-56.67,7.5,2.63,1340.74,361.76,77.46,25.64,2.54,Equatorial
City 2320,-6.57,45.96,6.28,1.0,1120.37,18.37,71.87,15.6,1.89,Equatorial
City 2321,57.99,-110.87,3.42,4.79,614.29,2124.34,72.36,38.56,2.47,Temperate
City 2322,32.82,-127.43,4.65,6.91,817.4,6421.03,77.93,102.6,3.32,Subtropical
City 2323,19.03,157.7,6.28,4.24,1125.52,1518.67,70.93,35.74,2.72,Tropical
City 2324,-19.78,150.35,5.61,6.5,999.32,5293.17,74.37,86.97,3.3,Tropical
City 2325,47.09,139.49,3.51,9.04,628.03,14735.13,70.23,215.2,3.78,Temperate
City 2326,64.16,45.16,3.16,6.41,537.91,4917.11,73.47,79.01,2.9,Polar
City 2327,46.76,110.98,3.48,4.14,625.45,1325.33,76.99,29.24,2.34,Temperate
City 2328,-59.8,-155.15,2.11,10.72,368.32,23509.18,70.9,336.34,4.18,Temperate
City 2329,22.73,-59.48,5.15,6.61,916.66,5424.4,78.88,93.51,3.31,Tropical
City 2330,-53.35,-67.07,3.57,8.27,612.27,10185.15,79.09,169.11,3.62,Temperate
City 2331,-26.51,48.83,5.84,2.51,1015.97,307.14,71.05,17.53,2.2,Tropical
City 2332,-52.26,-51.86,3.4,10.4,586.75,21968.2,79.91,350.83,4.4,Temperate
City 2333,18.49,-126.54,6.36,9.03,1100.54,14349.33,72.98,219.55,4.22,Tropical
City 2334,29.26,34.73,4.27,7.62,731.67,8271.46,70.84,115.04,3.39,Tropical
City 2335,-45.12,113.18,3.62,6.39,644.61,4976.0,70.05,73.71,2.92,Temperate
City 2336,-10.1,-42.44,6.15,5.12,1045.84,2514.72,74.09,47.58,2.97,Equatorial
City 2337,-0.69,-132.38,6.89,1.0,1193.61,18.03,76.3,18.48,2.02,Equatorial
City 2338,-12.02,-109.19,6.2,7.85,1064.89,9241.56,73.32,137.87,3.78,Equatorial
City 2339,-44.27,-94.51,4.25,8.63,746.97,11733.58,78.37,186.67,3.82,Subtropical
City 2340,-5.54,-72.04,6.39,1.0,1102.55,18.16,77.17,16.93,1.96,Equatorial
City 2341,37.65,51.41,4.43,7.01,765.23,6731.44,73.5,101.4,3.27,Subtropical
City 2342,-50.77,36.34,3.42,10.24,598.73,19320.31,77.34,292.25,4.25,Temperate
City 2343,-49.58,70.59,3.07,8.13,541.35,10683.73,79.4,171.27,3.51,Temperate
City 2344,-13.88,-49.5,5.97,4.7,1022.41,1973.58,70.93,38.93,2.79,Equatorial
City 2345,62.42,116.64,2.56,7.18,439.43,7394.76,73.06,111.94,3.05,Polar
City 2346,26.91,-106.53,5.03,8.11,868.13,9655.41,74.63,146.08,3.71,Tropical
City 2347,28.23,-11.15,5.04,5.2,905.87,2697.43,74.98,49.77,2.84,Tropical
City 2348,-12.95,108.34,6.13,1.0,1066.67,18.7,75.42,15.65,1.9,Equatorial
City 2349,17.18,-115.14,5.58,4.79,982.29,2162.89,73.01,43.22,2.79,Tropical
City 2350,-58.68,-140.45,3.53,12.32,608.38,35020.17,76.67,541.99,5.14,Temperate
City 2351,22.69,138.13,4.83,5.3,844.23,2760.35,76.45,54.45,2.86,Tropical
City 2352,58.73,-56.55,2.53,14.22,431.74,56661.3,75.78,820.58,5.87,Temperate
City 2353,19.63,66.19,7.02,7.04,1195.08,6530.4,71.14,102.87,3.62,Tropical
City 2354,53.58,-170.87,2.73,10.2,476.96,19165.5,74.77,273.92,4.09,Temperate
City 2355,34.12,68.42,3.93,7.09,684.63,6695.27,73.56,100.62,3.22,Subtropical
City 2356,-44.33,-66.2,4.26,8.26,730.77,10889.81,74.91,166.17,3.67,Subtropical
City 2357,57.32,-159.93,1.95,9.07,344.75,13825.38,79.22,220.13,3.66,Temperate
City 2358,-51.36,39.53,3.29,8.38,591.43,11103.29,74.81,162.91,3.55,Temperate
City 2359,9.42,-93.31,7.41,6.27,1289.68,4462.13,70.14,74.15,3.44,Equatorial
City 2360,-41.52,-40.75,3.32,5.81,585.31,3766.02,74.39,61.34,2.76,Subtropical
City 2361,-58.48,-150.99,1.92,7.16,344.09,7156.56,78.21,106.4,3.0,Temperate
City 2362,-5.14,-127.02,5.89,1.71,1050.44,93.41,77.8,17.27,2.07,Equatorial
City 2363,-21.64,-72.73,5.93,11.28,1036.3,27030.75,75.13,401.44,5.0,Tropical
City 2364,3.18,-147.69,7.34,5.64,1301.89,3267.69,72.5,62.92,3.28,Equatorial
City 2365,15.04,147.9,5.69,6.26,974.79,4525.19,74.65,76.37,3.24,Tropical
City 2366,-54.31,-177.82,3.54,6.79,619.86,5725.62,75.64,95.08,3.1,Temperate
City 2367,-44.01,-5.81,4.61,9.96,797.33,18732.85,80.0,284.06,4.36,Subtropical
City 2368,12.62,-135.63,7.01,4.97,1203.0,2340.99,76.44,53.48,3.09,Equatorial
City 2369,-15.39,-69.24,5.8,6.07,1010.66,4459.48,76.94,78.93,3.23,Tropical
City 2370,34.79,153.38,3.41,5.04,584.82,2320.01,74.91,43.0,2.56,Subtropical
City 2371,24.8,-121.79,4.85,6.88,859.06,6253.86,73.54,101.79,3.3,Tropical
City 2372,49.93,167.7,3.29,7.93,574.59,9513.07,78.13,143.51,3.44,Temperate
City 2373,30.02,-105.91,4.77,5.09,836.03,2507.46,74.95,49.27,2.77,Subtropical
City 2374,-4.11,86.96,6.62,6.25,1134.82,4812.0,79.95,92.06,3.44,Equatorial
City 2375,27.49,16.8,5.64,2.9,965.9,451.03,74.57,19.09,2.3,Tropical
City 2376,-24.2,138.41,5.94,7.83,1045.01,8686.63,70.68,125.65,3.7,Tropical
City 2377,-20.18,19.44,5.5,7.73,989.47,8932.07,76.83,146.89,3.7,Tropical
City 2378,42.57,12.44,4.57,6.06,781.21,4154.7,70.47,67.22,2.97,Subtropical
City 2379,-1.97,-109.64,7.04,2.15,1217.13,178.17,72.51,19.72,2.3,Equatorial
City 2380,43.79,-120.16,3.97,7.82,708.88,8852.92,73.54,136.7,3.46,Subtropical
City 2381,46.91,149.94,4.17,9.4,711.78,15447.49,77.39,241.61,4.07,Temperate
City 2382,51.48,-61.98,3.43,8.77,613.56,12956.64,74.94,198.64,3.72,Temperate
City 2383,59.16,-46.05,3.89,11.0,681.26,24418.52,70.29,337.84,4.5,Temperate
City 2384,-3.97,93.54,6.0,8.8,1044.98,12849.78,76.17,196.02,4.11,Equatorial
City 2385,-18.55,-58.02,5.44,4.59,942.36,1828.5,74.11,40.71,2.72,Tropical
City 2386,15.69,162.74,5.84,1.28,1009.93,39.73,79.22,15.0,1.97,Tropical
City 2387,-11.75,85.65,6.4,7.24,1107.12,7568.93,75.0,121.89,3.65,Equatorial
City 2388,18.14,35.07,6.36,10.02,1138.23,18212.04,77.09,290.25,4.61,Tropical
City 2389,31.73,137.12,4.77,8.15,844.89,10791.78,72.19,158.38,3.67,Subtropical
City 2390,29.49,-162.14,4.22,4.23,746.44,1450.35,77.61,30.77,2.48,Tropical
City 2391,-11.31,-87.46,6.63,4.82,1180.0,2195.33,77.21,47.25,2.99,Equatorial
City 2392,-38.31,-12.59,4.7,5.03,810.38,2406.75,79.04,49.07,2.79,Subtropical
City 2393,-4.03,-98.29,5.75,6.01,1012.49,4105.04,70.34,71.74,3.13,Equatorial
City 2394,-41.46,87.81,4.1,4.77,715.11,2141.8,74.48,40.65,2.58,Subtropical
City 2395,55.71,150.91,2.31,8.82,409.89,13584.11,76.79,204.32,3.6,Temperate
City 2396,-15.04,-27.44,5.62,2.99,971.94,495.28,70.95,19.4,2.29,Tropical
City 2397,-39.92,-56.83,3.75,8.31,662.36,10554.6,74.11,153.89,3.58,Subtropical
City 2398,-56.69,166.16,3.44,8.75,614.47,12737.98,79.42,191.33,3.75,Temperate
City 2399,23.96,-19.85,5.38,6.84,936.48,6329.77,74.36,100.21,3.37,Tropical
City 2400,22.8,-3.94,4.76,6.34,812.61,4741.55,79.85,83.82,3.18,Tropical
City 2401,-15.72,-53.41,6.34,3.11,1110.44,578.15,70.57,21.92,2.42,Tropical
City 2402,-50.68,147.44,2.74,10.63,474.53,23354.55,77.18,334.25,4.31,Temperate
City 2403,-6.75,24.82,6.69,4.55,1182.75,1845.77,75.81,44.62,2.92,Equatorial
City 2404,-19.54,94.38,5.23,3.48,937.95,808.11,75.01,25.92,2.4,Tropical
City 2405,28.03,112.25,4.86,12.4,848.99,35896.28,79.71,582.08,5.44,Tropical
City 2406,18.75,-56.93,5.94,7.07,1037.41,7033.22,71.3,110.69,3.49,Tropical
City 2407,-12.6,-23.87,6.38,4.88,1126.1,2230.01,78.96,47.98,2.99,Equatorial
City 2408,-31.67,125.45,5.45,10.71,932.36,23871.98,76.91,371.66,4.77,Subtropical
City 2409,68.44,-49.23,2.17,15.45,374.01,68914.43,72.59,916.41,6.23,Polar
City 2410,-0.98,105.82,7.08,3.73,1269.5,1007.37,79.02,34.79,2.79,Equatorial
City 2411,29.48,158.76,4.72,7.82,833.64,8840.99,74.29,140.58,3.58,Tropical
City 2412,-41.73,44.36,4.17,5.7,709.47,3429.31,78.14,62.91,2.89,Subtropical
City 2413,3.13,86.99,7.0,3.94,1204.47,1192.61,73.89,35.25,2.78,Equatorial
City 2414,-56.42,109.84,3.0,9.14,530.74,14561.01,78.51,230.76,3.84,Temperate
City 2415,5.71,124.21,5.7,5.03,1012.3,2469.05,76.37,51.54,2.91,Equatorial
City 2416,65.32,-37.78,2.59,11.36,462.62,27207.69,71.41,366.01,4.46,Polar
City 2417,-10.05,-161.55,6.48,6.4,1120.28,5044.03,76.5,93.6,3.43,Equatorial
City 2418,-54.93,-35.32,2.81,10.09,504.72,19386.06,71.91,262.61,4.03,Temperate
City 2419,-55.98,62.55,2.44,6.57,428.2,5445.05,74.12,86.24,2.86,Temperate
City 2420,-9.56,-17.87,7.07,2.61,1250.9,330.38,71.7,21.12,2.41,Equatorial
City 2421,-39.2,89.63,4.5,6.55,792.2,5469.45,70.22,80.29,3.1,Subtropical
City 2422,-56.96,-51.49,2.9,8.99,496.21,14253.35,72.12,209.06,3.69,Temperate
City 2423,38.31,48.51,3.75,10.46,673.61,21181.04,75.36,296.55,4.34,Subtropical
City 2424,-0.39,-112.89,6.56,1.13,1123.54,26.97,74.82,16.93,1.99,Equatorial
City 2425,-22.4,89.77,6.08,5.35,1049.69,2952.67,75.01,55.62,3.04,Tropical
City 2426,57.01,16.45,3.08,12.08,548.32,34213.19,72.48,498.07,4.91,Temperate
City 2427,-44.9,-106.54,3.58,7.74,631.02,9001.03,76.85,143.48,3.42,Subtropical
City 2428,64.27,-74.91,2.76,11.58,491.62,30055.59,77.04,454.98,4.72,Polar
City 2429,-19.18,89.5,5.25,5.57,919.56,3245.58,73.58,57.4,2.96,Tropical
City 2430,55.49,-6.26,3.87,10.19,671.79,19888.26,78.81,293.59,4.32,Temperate
City 2431,18.38,-102.23,6.39,5.27,1145.14,2704.62,76.44,57.86,3.08,Tropical
City 2432,47.47,168.22,3.44,10.41,586.67,20688.81,77.13,300.99,4.31,Temperate
City 2433,67.92,77.45,1.93,6.93,344.83,6450.31,72.77,92.69,2.87,Polar
City 2434,-22.51,164.57,4.12,5.34,709.12,2773.11,70.01,46.81,2.69,Tropical
City 2435,64.95,-26.24,1.71,11.24,305.73,28195.35,78.65,425.13,4.46,Polar
City 2436,-9.37,-8.96,5.67,6.27,972.57,4846.65,78.22,83.75,3.28,Equatorial
City 2437,-9.88,143.26,6.38,8.72,1120.87,13075.4,71.23,184.86,4.07,Equatorial
City 2438,-15.75,9.02,5.73,4.6,1025.78,1925.29,73.74,39.71,2.76,Tropical
City 2439,10.38,74.62,5.6,8.74,978.61,12549.97,76.61,204.45,4.05,Equatorial
City 2440,-39.96,-89.22,4.06,6.35,720.89,5039.01,76.52,79.61,3.05,Subtropical
City 2441,11.98,-19.18,6.41,8.52,1141.97,11327.44,78.6,195.58,4.12,Equatorial
City 2442,10.42,-135.56,6.53,7.09,1158.97,6419.3,71.4,99.55,3.56,Equatorial
City 2443,39.05,-105.85,3.32,5.62,594.56,3475.72,74.3,55.1,2.7,Subtropical
City 2444,48.37,-179.66,3.55,9.61,619.3,16082.94,70.97,227.05,3.95,Temperate
City 2445,-2.74,-165.86,6.12,4.15,1050.37,1423.88,73.9,33.2,2.7,Equatorial
City 2446,-20.7,171.82,6.0,7.63,1023.23,8607.26,70.15,129.75,3.66,Tropical
City 2447,-26.29,-92.75,5.55,6.07,957.53,4363.7,78.98,82.8,3.22,Tropical
City 2448,-34.7,58.79,4.12,6.7,706.65,5566.01,75.27,85.44,3.14,Subtropical
City 2449,-52.51,122.08,2.94,12.67,516.48,39382.3,78.5,613.86,5.27,Temperate
City 2450,-15.48,18.24,5.69,5.3,977.07,2694.75,70.6,48.71,2.91,Tropical
City 2451,-24.87,-124.87,4.13,8.55,704.19,12310.04,72.27,172.31,3.7,Tropical
City 2452,65.63,82.12,2.57,10.0,438.44,18339.51,72.59,250.17,3.96,Polar
City 2453,12.5,36.09,5.99,9.42,1067.83,16195.84,73.87,252.97,4.32,Equatorial
City 2454,-14.85,83.25,6.45,3.79,1133.82,1004.01,78.03,30.4,2.69,Equatorial
City 2455,15.46,97.11,5.37,4.01,931.88,1170.12,73.87,30.64,2.55,Tropical
City 2456,-41.9,171.15,3.76,12.0,672.31,32782.26,72.05,460.09,4.93,Subtropical
City 2457,-2.27,26.48,6.09,3.12,1039.15,554.33,70.65,20.35,2.38,Equatorial
City 2458,21.41,-57.01,5.0,10.14,898.86,20310.06,70.79,284.22,4.37,Tropical
City 2459,3.56,53.45,6.16,6.59,1085.17,5276.05,77.6,96.92,3.44,Equatorial
City 2460,-7.77,-155.36,6.95,4.39,1194.97,1581.1,74.45,40.2,2.89,Equatorial
City 2461,69.2,143.06,1.81,6.39,319.43,4985.11,77.26,77.78,2.74,Polar
City 2462,54.44,-137.02,3.25,9.4,577.53,15403.21,76.82,242.1,3.93,Temperate
City 2463,21.04,-61.98,5.34,6.36,930.14,4821.4,71.35,74.86,3.17,Tropical
City 2464,14.02,113.67,5.38,8.32,961.66,11306.03,71.43,173.68,3.82,Equatorial
City 2465,20.69,35.03,5.47,10.04,937.77,18577.96,77.55,298.05,4.5,Tropical
City 2466,-33.83,-38.29,4.93,5.67,852.1,3311.92,77.21,62.43,2.99,Subtropical
City 2467,-8.63,-9.56,5.79,6.87,990.03,6039.18,73.78,101.83,3.43,Equatorial
City 2468,-54.87,127.64,3.56,11.4,613.33,27929.16,70.77,385.58,4.63,Temperate
City 2469,1.82,-57.6,6.45,6.87,1111.5,6176.47,70.12,98.89,3.48,Equatorial
City 2470,10.59,133.07,6.02,6.31,1078.1,4700.6,72.88,80.53,3.28,Equatorial
City 2471,-30.39,-148.27,5.14,2.18,877.45,203.69,70.09,14.18,2.0,Subtropical
City 2472,65.32,99.65,2.1,10.14,365.21,18869.93,72.3,266.15,3.95,Polar
City 2473,58.23,125.12,2.94,6.93,515.93,6287.92,74.2,93.47,3.03,Temperate
City 2474,33.88,-114.55,4.47,6.88,800.28,6114.46,71.21,92.97,3.21,Subtropical
City 2475,9.34,-25.08,6.41,7.38,1153.81,7768.37,71.04,117.65,3.64,Equatorial
City 2476,53.1,-120.42,2.09,10.07,371.56,20369.09,78.96,298.82,4.04,Temperate
City 2477,-43.02,74.38,3.07,11.17,552.44,26521.06,75.85,382.88,4.55,Subtropical
City 2478,42.77,12.73,4.31,9.13,767.4,15206.05,79.34,249.73,4.06,Subtropical
City 2479,-43.77,48.72,4.45,5.13,800.16,2513.94,73.46,45.68,2.72,Subtropical
City 2480,43.25,-109.26,3.52,2.02,622.84,149.45,76.77,11.56,1.79,Subtropical
City 2481,-24.15,-103.77,5.19,6.79,886.01,5731.07,72.05,87.48,3.29,Tropical
City 2482,54.02,-165.06,3.37,8.87,585.72,13101.34,76.18,196.54,3.75,Temperate
City 2483,62.73,-64.06,2.96,7.83,521.6,8945.21,71.3,123.04,3.27,Polar
City 2484,-40.66,21.51,3.14,3.81,544.85,1009.49,70.02,19.89,2.13,Subtropical
City 2485,0.15,128.86,6.55,2.18,1130.82,194.89,79.32,20.23,2.3,Equatorial
City 2486,67.53,60.09,2.11,10.27,370.31,20210.18,75.55,298.76,4.06,Polar
City 2487,2.84,-23.26,7.15,5.95,1282.7,3841.31,79.27,74.85,3.41,Equatorial
City 2488,52.26,163.12,4.59,9.7,782.06,16956.54,73.34,246.51,4.17,Temperate
City 2489,16.54,78.93,5.73,9.67,1017.92,17899.65,73.28,273.46,4.37,Tropical
City 2490,-11.21,154.86,5.51,2.53,976.88,301.89,74.01,17.36,2.19,Equatorial
City 2491,-22.85,9.93,5.6,8.49,1006.3,11878.44,77.06,179.1,3.95,Tropical
City 2492,-33.58,-86.79,5.31,7.48,952.09,8033.67,75.66,131.24,3.58,Subtropical
City 2493,39.03,-160.98,4.32,9.64,767.62,16890.78,79.25,253.41,4.19,Subtropical
City 2494,-9.75,81.39,5.86,3.88,1027.43,1082.4,70.25,29.59,2.55,Equatorial
City 2495,6.47,-136.33,7.03,7.33,1208.84,7366.92,77.08,127.05,3.79,Equatorial
City 2496,4.0,-71.0,7.05,5.14,1237.22,2602.56,73.3,53.31,3.1,Equatorial
City 2497,15.05,11.69,5.43,3.81,965.32,1031.07,71.8,27.03,2.49,Tropical
City 2498,52.53,23.19,3.51,9.22,628.85,14456.34,75.1,216.92,3.87,Temperate
City 2499,67.5,36.21,2.77,10.15,493.47,19069.84,75.05,266.94,4.07,Polar
City 2500,-7.01,-120.15,7.1,5.92,1220.86,4108.65,71.37,75.54,3.32,Equatorial
